period_days,radius_rearth,depth_true,depth_fit,t14_true,t14_seed
1.0,4,0.0006539679994776389,0.00041346482798339685,0.108454121829889,0.05
1.0,4,0.0005069488344564751,0.000521175341742965,0.11275796274705907,0.05
1.0,4,0.0019195878098383157,0.0010631768604013438,0.06711204675422476,0.05
1.0,4,0.0003592214758331416,0.0003013255285969885,0.11659739942582643,0.05
1.0,4,0.0002057587134602902,0.000750882990557814,0.18125552911700057,0.05
1.0,4,0.005232289744894119,0.0014869273086975515,0.05183056169929421,0.05
1.0,4,0.0014346373477475724,0.0007591971252691773,0.07421830392622361,0.05
1.0,4,0.0012240930012450328,0.0007116892409075088,0.06839218043914876,0.05
1.0,4,0.00032971065826728534,0.00019814810367329677,0.1439193475096989,0.1
1.0,4,0.0009174752353461123,0.0006528008571562676,0.07885147602783665,0.05
1.0,4,0.00218027274696732,0.0008039102012481157,0.051262591661423246,0.05
1.0,4,0.0025589777048103117,0.0008737497316285765,0.049478771786081205,0.05
1.0,4,0.002274702679150808,0.0024716061962529747,0.05930378231519304,0.05
1.0,4,0.0010957459000956724,0.0004713659826960381,0.07189683242932451,0.1
1.0,4,0.0008301191553934877,0.0008263461489355269,0.09216759706351625,0.05
1.0,4,0.0017278370505876925,0.0014865176806821334,0.06781056687782856,0.05
1.0,4,0.0010437103190495006,0.0006210371236220871,0.08175986167193221,0.1
1.0,4,0.000496041259173752,0.00046585266994276473,0.11743117982792489,0.1
1.0,8,0.02457306046288164,0.005301520318983978,0.04545226138148971,0.05
1.0,8,0.00872109098786928,0.0048791599695083955,0.06268442920676671,0.05
1.0,8,0.008555792380103993,0.004675945095391838,0.06104482551517938,0.05
1.0,8,0.03393984755127748,0.019046787792541042,0.04742160902078033,0.05
1.0,4,0.0007706769979594917,0.0007749772610402044,0.09883557472456617,0.05
1.0,4,0.00039414077698854866,0.0003124397531290407,0.10547201683631108,0.05
1.0,4,0.0014425529102188007,0.0016202477070609992,0.07594080829062846,0.05
1.0,4,0.0006539679994776389,0.0006954821160430677,0.10404775779051458,0.05
1.0,8,0.005711457357923716,0.002651309697269303,0.08235992447548872,0.05
1.0,8,0.0036699009413844494,0.0022210605987534444,0.095125433353052,0.05
1.0,8,0.0007937753073538781,0.0008989060190729665,0.18353136117045404,0.1
1.0,8,0.020018836268073267,0.016981062719426114,0.056050776427665844,0.05
1.0,8,0.004174841276198002,0.003660793209758997,0.08801501789580558,0.05
1.0,8,0.0013188426330691414,0.0011080323028773804,0.15257101963342645,0.1
1.0,8,0.009098810716603232,0.0034275696253042876,0.052100037050562306,0.05
1.0,8,0.0009100253748006964,0.0011605619244149615,0.18389594669443537,0.05
1.0,8,0.0020277953378259003,0.002559532325797176,0.11535415615518348,0.05
1.0,8,0.0014368859033325665,0.0007175916342073373,0.12006483178435087,0.1
1.0,8,0.001984165036695008,0.0020724047328702666,0.09986199718253094,0.05
1.0,8,0.003082707991837967,0.0027103129608863773,0.10592301550097523,0.1
1.0,8,0.006545713640656842,0.007651944578674391,0.07279142039623342,0.05
1.0,8,0.003057399557937584,0.0025882044171112962,0.10478217603625892,0.1
1.0,8,0.020929158979576475,0.011141015948946372,0.0553613240142308,0.05
1.0,8,0.0007937753073538781,0.0010288048273460093,0.2149285998285665,0.1
1.0,8,0.00872109098786928,0.003358428215497397,0.05466625313471132,0.05
1.0,8,0.000571934897842139,0.0007097173741976112,0.20623486000201918,0.1
1.0,8,0.0008230348538411608,0.00048042309256284254,0.18569146095768096,0.05
1.0,12,0.012055309139922098,0.013108447380143304,0.08531655621242812,0.05
1.0,12,0.004562539510108274,0.004737662579760402,0.09897285502500758,0.05
1.0,12,0.0009782421316178362,0.0010299934064549859,0.20887638288090302,0.1
1.0,12,0.0032329932824982743,0.003100669059493425,0.14144269757989522,0.1
1.0,12,0.006879149005359564,0.00662617638064153,0.11193002523633692,0.1
1.0,12,0.01672155777903817,0.00604706440485063,0.07193710820460573,0.05
1.0,12,0.0017859944415462255,0.002076774664627789,0.1878360575023485,0.1
1.0,12,0.0012868535201448128,0.0015571285344781586,0.23569102432141553,0.1
1.0,12,0.055289386041483694,0.00760581469523349,0.04965006979899953,0.05
1.0,12,0.0029673959244055676,0.0035673220204353057,0.15547671172410057,0.1
